CTYDIST,ELEMDIST1,DNAME,DADDRESS1,DADDRESS2,DCITY,DZIP,DCOUNTY,DSUPAREA,DPYC,DPYAV,DPYTATL,DPHONE,DFAX,DELEMSN,DELEMST,DELEMSRS,DELEMSNS,DELEMSTS,DMIDSSN,DMIDSST,DMIDSSRS,DMIDSSNS,DMIDSSTS,DJRSN,DJRST,DJRSRS,DJRSNS,DJRSTS,DHIGHSN,DHIGHST,DHIGHSRS,DHIGHSNS,DHIGHSTS,DTOTSCHL,DTOTTECH,DTOTRES,DTOTNRES,DTOTSTU,PRESTITL,PRESLN,PRESFN,PRESMI,SECTITL,SECLN,SECFN,SECMI,SDLNAME,SDFNAME,SDMINIT,SDSALUAT,DIEMAIL,URL,HouseDistricts,SenateDistricts,CongressionalDistricts
003033,,Fairfax R-III ,500 Main St. ,,Fairfax ,644469131,Atchison ,H,A,"$23,461,896.00",4.7848,6606862421,6606862848,1,15,86,0,86,0,0,0,0,0,0,0,0,0,0,1,13,64,0,64,2,28,150,0,150,Mr.,Graves,John,,Mrs.,Burke ,Karen ,,Burright,Jeremy,,Dr.,jburright@fxbulldogs.net,http://fairfaxk12mo.us/,1  ,12 ,06
046140,Y,Fairview R-XI ,4036 State Route K ,,West Plains ,657756671,Howell ,G,A,"$55,681,770.00",3.6747,4172561063,4172568831,1,46,481,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,481,0,481,Mr.,Martin ,Brian ,,Mr.,Mahan ,Scott ,,Sydow ,Aaron ,T,Mr.,ASYDOW@FAIRVIEW.K12.MO.US,http://www.fairview.k12.mo.us,"154, 155",33 ,08
094078,,Farmington R-VII ,510 S Franklin St,,Farmington ,636402547,St. Francois ,E,A,"$456,237,621.00",3.6500,5737011300,5737011309,5,178,2072,0,2072,1,54,683,0,683,0,0,0,0,0,2,103,1230,0,1230,8,335,3985,0,3985,Ms.,Howard,Dolores,,Ms.,Buchanan,Amanda,,Ruble ,Matthew ,,Mr.,supt@farmington.k12.mo.us,http://www.farmington.k12.mo.us,"115, 116, 117",3  ,08
045077,,Fayette R-III ,705 Lucky ,,Fayette ,652481140,Howard ,D,A,"$59,246,443.00",4.9962,6602482153,6602483702,1,34,332,0,332,1,23,134,0,134,0,0,0,0,0,1,24,186,0,186,3,81,652,0,652,Mr.,Vandelicht,Skip,,Mrs.,Elliott ,Trish ,A,Wiseman ,Jill ,C,Mrs.,jwiseman@fayetteschool.org,http://www.fayette.k12.mo.us,"47 , 48 ","19 , 21 ",04
096089,,Ferguson-Florissant R-II ,8855 Dunn Rd,,Hazelwood,630422212,St. Louis ,A,A,"$1,146,872,830.00",5.0415,3146871912,3146871919,16,521,4924,0,4924,3,156,1670,0,1670,0,0,0,0,0,4,293,2789,0,2789,23,970,9383,0,9383,Dr.,Powell-Walker,Sheila,,Ms.,Bush,Tiffany,N,Davis ,Joseph ,,Dr.,jdavis@fergflor.org,http://fergflor.org,"68 , 70 , 73 , 74 , 75 , 85 ","13 , 14 ",01
050006,,Festus R-VI ,1515 Mid-Meadow Lane ,,Festus ,630281598,Jefferson ,A,A,"$325,056,838.00",4.0856,6369374920,6369378525,2,119,1684,0,1684,1,35,504,0,504,0,0,0,0,0,1,65,925,0,925,4,219,3113,0,3113,Mr.,Oetting ,Todd ,,Mrs.,Stanley ,Lynn ,M,Luttrell,Link,W,Dr.,schraercindy@festusedu.com,http://www.festus.k12.mo.us,"114, 115, 118","22 , 3  ","03, 08"
112101,,Fordland R-III ,1230 School St. ,,Fordland ,656529208,Webster ,C,A,"$44,803,681.00",3.9262,4177672298,4177674483,1,27,288,0,288,1,23,130,2,132,0,0,0,0,0,1,21,166,0,166,3,71,584,2,586,Mr.,Brooks ,Robert ,,Mr.,Brooks ,Warren ,,Ford ,Chris ,J,Dr.,CHRISFORD@FORDLANDSCHOOLS.ORG,http://www.fordlandschools.org,,"20 , 33 ","04, 07, 08"
106003,,Forsyth R-III ,178 Panther Street ,P.O. Box 187 ,Forsyth ,656530187,Taney ,C,A,"$94,572,213.00",3.9636,4175466384,4175462204,1,38,426,0,426,1,37,333,0,333,0,0,0,0,0,2,52,350,95,445,4,127,1109,95,1204,Mr.,Roberts ,Ben ,,Mrs.,Henson,Nikki,,Mingus,Jeff,,Dr.,jmingus@forsythr3.k12.mo.us,http://www.forsythpanthers.org,,29 ,07
048066,,Fort Osage R-I ,2101 N Twyman Road ,,Independence ,640583200,Jackson ,B,A,"$354,517,322.00",6.3700,8166507000,8166503888,7,246,2582,0,2582,1,58,790,0,790,0,0,0,0,0,1,121,1497,0,1497,9,425,4869,0,4869,Mr.,Hawkins,Floyd,,Mrs.,Buntin,Amy,,Snodgrass ,Jason ,T,Dr.,JSNODGRASS@FORTOSAGE.NET,http://www.fortosage.net,"20 , 21 , 53 ","11 , 8  ","05, 06"
050012,,Fox C-6 ,745 Jeffco Boulevard ,"745 Jeffco Boulevard, Arnold Mo 630 ",Arnold ,630101432,Jefferson ,A,A,"$1,154,048,287.00",4.2526,6362968000,6362825170,12,450,4867,0,4867,0,0,0,0,0,4,223,2625,0,2625,2,225,3533,0,3533,18,898,11025,0,11025,Ms.,Smith,Judy,,Ms.,Turney,Judy,,Fregeau ,Paul ,D,Dr.,FregeauP@foxc6.org,http://www.foxc6.org,"111, 112, 113, 114, 97 ",22 ,"02, 03, 08"
092088,,Francis Howell R-III ,4545 Central School Road ,,St. Charles ,633047113,St. Charles ,A,A,"$3,125,043,442.00",4.4581,6368514000,6368514093,13,678,7812,8,7820,5,299,3822,2,3824,0,0,0,0,0,3,398,5333,6,5339,21,1375,16967,16,16983,Mrs.,Lange,Mary,,Mrs.,Hepler,Jane ,,Hoven ,Nathan ,D,Dr.,nathan.hoven@fhsdschools.org,http://www.fhsdschools.org,"102, 103, 104, 105, 106, 108, 42 , 63 , 70 ","2  , 23 ","02, 03"
036123,Y,Franklin Co. R-II ,3128 Highway Y ,,New Haven ,630689531,Franklin ,G,A,"$35,469,731.00",4.0247,5732372414,5732374838,1,17,113,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,113,0,113,Mr.,Parmentier ,Nathan ,,Mrs.,Hoffmann ,Karen ,,Oetterer,Kathy,J,Mrs.,KOETTERER@FCR2.ORG,http://franklincountyr2.k12.mo.us,61 ,26 ,03
062072,,Fredericktown R-I ,704 E Hwy 72,,Fredericktown,636457491,Madison ,E,A,"$112,500,708.00",3.9000,5737832570,5737837045,2,84,920,0,920,1,39,513,0,513,0,0,0,0,0,1,53,596,0,596,4,176,2029,0,2029,Mr.,Allgier,Richard,,Mrs.,Judith Graham,Judith,A,Starkey,Chadd,,Mr.,chadd.starkey@fpsk12.org,http://fpsk12.org,"116, 145","27 , 3  ",08
048922,,Frontier Schools ,6800 Corporate Dr.,,Kansas City ,641201323,Jackson ,B,,,,8162416200,8162416201,1,70,612,2,614,2,58,432,2,434,0,0,0,0,0,2,76,547,0,547,5,204,1591,4,1595,Mr.,Davis,Dennis,,Mrs.,Murano,Beth,,Demircan,Ugur,,Mr.,info@frontierschools.org,http://www.frontierschools.org,,,
092087,,Ft. Zumwalt R-II ,555 E. Terra Lane ,,O'Fallon ,633662637,St. Charles ,A,A,"$2,961,036,630.00",4.5894,6362402072,6369801946,17,911,7239,0,7239,4,375,4034,0,4034,0,0,0,0,0,4,647,6041,0,6041,25,1933,17314,0,17314,Mr.,Swaringim ,Mike ,,Mrs.,Breen ,Tammy ,,DuBray ,Bernard ,J,Dr.,tbreen@fz.k12.mo.us,http://www.fz.k12.mo.us,"102, 103, 104, 105, 107, 108, 63 , 64 , 65 ","2  , 23 ","02, 03"
014129,,Fulton 58 ,2 Hornet Drive ,2 Hornet Drive,Fulton ,652512731,Callaway ,D,A,"$233,417,524.00",4.6287,5735908000,5735908090,3,101,1020,0,1020,1,50,516,0,516,0,0,0,0,0,1,60,697,0,697,5,211,2233,0,2233,Mrs.,Pritchett,Jackie,,Mrs.,Williamson Baker,Leah,,Crain ,Ty ,,Dr.,TCRAIN@FULTON58.ORG,http://www.fulton58.org,"43 , 49 ",10 ,"03, 04"
077102,,Gainesville R-V ,422 Bulldog Drive ,,Gainesville ,656557459,Ozark ,C,A,"$57,039,664.00",2.7500,4176794260,4176794270,2,31,324,5,329,0,0,0,0,0,0,0,0,0,0,1,28,292,5,297,3,59,616,10,626,Mrs.,Warden,Marti,,Mrs.,West,Allisa,,Gilmore ,Justin ,,Mr.,jgilmore@gainesville.k12.mo.us,http://gainesvillebulldogs.com,155,33 ,08
104042,,Galena R-II ,30925 State Highway 413 ,P.O. Box 286 ,Galena ,656560286,Stone ,C,A,"$38,898,336.00",4.0711,4173576027,4173570058,1,25,207,0,207,0,0,0,0,0,0,0,0,0,0,1,23,251,0,251,2,48,458,0,458,Mr.,Farley ,Rick ,,Mrs.,Foster ,Angela ,,Humble ,Daniel ,K,Dr.,humbled@galena.k12.mo.us,http://www.galena.k12.mo.us,,29 ,07
031121,,Gallatin R-V ,602 S Olive St. ,,Gallatin ,646409471,Daviess ,H,A,"$50,721,426.00",4.4709,6606632171,6606632559,1,28,242,0,242,1,24,166,0,166,0,0,0,0,0,1,24,175,0,175,3,76,583,0,583,Mr.,Donovan ,Jeff ,,Mrs.,Corwin ,Vicki ,,Copple ,Bryan ,,Dr.,bcopple@gallatin.k12.mo.us,http://gallatin.k12.mo.us/,2  ,12 ,06
053112,Y,Gasconade C-4 ,32959 Highway 32 ,32959 Highway 32 ,Falcon ,654708513,Laclede ,C,A,"$10,101,915.00",3.7377,4175324821,4175320615,1,15,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,85,0,85,Mr.,Adams,Michael,,,Young ,Michelle ,,O'Quinn,Jared,,Mr.,jbogle@gasconadec4.k12.mo.us,http://gasconadec4.org,"122, 123, 142","16 , 28 ",04
037039,,Gasconade Co. R-I ,170 Blue Pride Drive ,,Hermann ,650411593,Gasconade ,D,A,"$138,934,165.00",4.2865,5734862116,5734863032,1,28,255,1,256,1,28,305,0,305,0,0,0,0,0,1,30,354,5,359,3,86,914,6,920,Mr.,Brooks,Mark,,Mr.,Englert ,Jeffery ,,Neill,Geoff,,Dr.,Gneill@HERMANN.K12.MO.US,http://www.hermann.k12.mo.us/,"42 , 61 ","10 , 26 , 6  ",03
037037,,Gasconade Co. R-II ,402 E Lincoln ,P.O. Box 536 ,Owensville ,650660536,Gasconade ,D,A,"$188,051,818.00",3.8500,5734372177,5734375808,2,76,822,0,822,1,47,411,0,411,0,0,0,0,0,1,55,571,2,573,4,178,1804,2,1806,Mr.,Ely,Glenn,,Mrs.,Bauer,Melissa,,Hardy,Jeri K,,Dr.,jhardy@dutchmen.us,http://owensville.k12.mo.us,"119, 61 , 62 ","16 , 26 , 6  ","03, 08"
115916,,Gateway Science Acad/St. Louis ,"6025 Chippewa, Suite 206 ",,St. Louis ,631092129,St. Louis City ,A,,,,3142820534,3142820534,2,76,866,0,866,1,36,395,0,395,0,0,0,0,0,1,32,325,0,325,4,144,1586,0,1586,Dr.,Bagwell,Tim,,Mr.,Durhan,Ali,,Blackstone ,Engin ,,Mr.,blackstone@conceptschools.org,http://www.gsastl.org,,,
048905,,Genesis School Inc. ,3800 E 44th Street,,Kansas City,641302168,Jackson ,B, .,,,8169210775,8162565550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,204,0,204,1,23,204,0,204,Ms.,Caskey,Kenda,,Ms.,Brown,Cecilia,,Foster,Kevin,,Mr.,kfoster@genesisschool.org,http://www.genesisschool.org,,,
072073,,Gideon 37 ,400 S Main St. ,P.O. Box 227 ,Gideon ,638480227,New Madrid ,E,A,"$15,833,231.00",3.6904,5734483911,5734485197,1,21,123,0,123,0,0,0,0,0,0,0,0,0,0,1,21,114,1,115,2,42,237,1,238,Mr.,Lawrence ,Kevin ,,Miss,Raymond ,Vicky ,,Breece ,James ,L,Mr.,DCRAFTON@GIDEON.K12.MO.US,http://gideon.k12.mo.us,149,25 ,08
097127,Y,Gilliam C-4 ,102 North St. ,P.O. Box 8 ,Gilliam ,653300008,Saline ,F,A,"$4,254,031.00",4.2811,6607842225,6607842238,1,10,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,0,40,Mr.,Pycke,Joe ,,Mrs.,Brown,Becky,,Johnson,Carey,D,Mrs.,cjohnson@gilliamschools.com,http://www.gilliamschools.com,48 ,21 ,"05, 06"
041004,,Gilman City R-IV ,141 Lindsey Avenue ,,Gilman City ,646429200,Harrison ,H,P,"$13,066,412.00",5.0298,6608765221,6608765553,1,17,90,0,90,0,0,0,0,0,0,0,0,0,0,1,16,62,0,62,2,33,152,0,152,Mr.,Gregg ,Tony ,,Mr.,Ragan ,Mike ,,Alley,Roger,,Mr.,ralley@gilman.k12.mo.us,http://www.gilman.k12.mo.us,2  ,12 ,06
045078,,Glasgow ,860 Randolph St. ,,Glasgow ,652541277,Howard ,D,A,"$29,680,272.00",4.7745,6603382012,6603382610,1,21,166,0,166,0,0,0,0,0,0,0,0,0,0,1,25,194,2,196,2,46,360,2,362,Mr.,Draffen,Bob,,Mr.,Monnig,Mitch,,Fuemmeler,Sonya,,Mrs.,sfuemmeler@glasgow.k12.mo.us,http://www.glasgow.k12.mo.us,48 ,"18 , 21 ","04, 05, 06"
046135,Y,Glenwood R-VIII ,10286 State Route 17 ,10286 State Route 17 ,West Plains ,657755711,Howell ,G,A,"$33,517,890.00",3.0651,4172564849,4172572567,1,26,218,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,218,0,218,Mr.,Wilkening ,Charley ,,Mrs.,Jenkins ,Lorie ,,Stewart ,Wayne ,,Mr.,WSTEWART@GLENWOOD.K12.MO.US,http://www.glenwoodr8.com,154,33 ,08
006103,,Golden City R-III ,1208 Walnut St. ,,Golden City ,647489104,Barton ,C,A,"$37,199,614.00",3.0004,4175374900,4175378717,1,16,90,0,90,0,0,0,0,0,0,0,0,0,0,1,17,93,1,94,2,33,183,1,184,Mr.,Peterson,Chris,,Mrs.,Baker ,Jamie ,L,Lee ,Brian ,,Mr.,brian.lee@goldencity.k12.mo.us,http://www.goldencityschools.com,127,"31 , 32 ","04, 07"
048913,,Gordon Parks Elem. ,3715 Wyoming St. ,,Kansas City ,641113945,Jackson ,B, .,,,8167536700,8167533436,1,22,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,140,0,140,Dr.,Mulhern,Moira,,Mrs.,Wolfgeher ,Donna ,,Lipari-Braman,Kirsten,,Mrs.,kliparibraman@gpes.org,http://www.gordonparks.org,,,
048069,,Grain Valley R-V ,31606 E Pink Hill Road ,P.O. Box 304 ,Grain Valley ,640290304,Jackson ,B,A,"$409,146,631.00",4.9263,8168475006,8162294831,5,192,1961,41,2002,2,104,1089,0,1089,0,0,0,0,0,1,97,1410,0,1410,8,393,4460,41,4501,Mr.,Saffell ,Eddie ,,Mr.,English ,Jared ,,Snow ,Marc ,,Dr.,MSNOW@GVR5.NET,http://grainvalleyschools.org,"32 , 33 , 53 ",8  ,"05, 06"
048074,,Grandview C-4 ,13015 10th St. ,,Grandview ,640302401,Jackson ,B,A,"$630,738,068.00",5.9557,8163165000,8163165095,6,232,2029,0,2029,0,0,0,0,0,1,48,571,0,571,1,98,1150,0,1150,8,378,3750,0,3750,Ms.,Terry ,Monica ,,Ms.,Meyers ,Kathy ,,Rodrequez ,Kenneth ,,Dr.,kathy.meyers@grandviewc4.net,http://grandviewc4.net,"35 , 36 , 37 , 56 ",7  ,"04, 05"
050002,,Grandview R-II ,11470 Highway C ,,Hillsboro ,630504000,Jefferson ,A,A,"$67,057,768.00",4.6777,6369443941,6369445239,1,21,226,0,226,1,19,179,0,179,0,0,0,0,0,1,26,214,88,302,3,66,619,88,707,Mr.,Dugan,Brian,,Dr.,Van Houten,Jason,,Zoph ,Matt ,,Mr.,zophm@grandviewr2.org,http://www.grandviewr2.com/,"111, 118","22 , 3  ","03, 08"
105123,,Green City R-I ,301 N East St. ,,Green City ,635451005,Sullivan ,I,A,"$26,231,168.00",4.9090,6608744128,6608744515,1,19,157,0,157,0,0,0,0,0,0,0,0,0,0,1,20,122,0,122,2,39,279,0,279,Mr.,Hatcher ,Kellen ,,Mrs.,Lee ,Bridget ,,Banner ,Tennille ,,Mrs.,tbanner@greencity.k12.mo.us,http://www.greencity.k12.mo.us/index.html,,12 ,06
033092,Y,Green Forest R-II ,6111 Highway F ,,Salem ,655606891,Dent ,G,A,"$23,125,890.00",2.7500,5737293902,5737294842,1,19,188,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,188,0,188,Mrs.,Toman ,Amber ,,Mr.,Jones ,Michael ,,Prugh ,Conrad ,G,Mr.,kprugh@gfr2.k12.mo.us,http://www.gfr2.k12.mo.us,143,16 ,08
080121,,Green Ridge R-VIII ,401 W Pettis St. ,P.O. Box 70 ,Green Ridge ,653320070,Pettis ,F,A,"$32,025,180.00",3.9327,6605273315,6605273299,1,24,185,0,185,0,0,0,0,0,0,0,0,0,0,1,19,179,1,180,2,43,364,1,365,Mr.,Larimore,Derik,,Mrs.,Harding,Audrey,,Burkhart,Jamie,,Dr.,burkhartj@grtigers.net,http://grtigers.net/,"52 , 54 ",28 ,04
029004,,Greenfield R-IV ,410 W College ,,Greenfield ,656611346,Dade ,C,A,"$43,536,677.00",4.1572,4176375321,4176375805,1,27,196,0,196,0,0,0,0,0,0,0,0,0,0,1,24,195,0,195,2,51,391,0,391,Mrs.,Meents ,Renee ,,Mrs.,Kinder ,Kim ,,Kell,Christopher,,Dr.,ckell@greenfieldr4.org,http://www.greenfieldwildcats.org,127,32 ,"04, 07"
111086,,Greenville R-II ,127 Walnut ,P.O. Box 320 ,Greenville ,639440320,Wayne ,E,A,"$55,273,772.00",3.1100,5732243844,5732243412,2,46,396,0,396,0,0,0,0,0,1,16,107,0,107,1,24,205,0,205,4,86,708,0,708,Mr.,Marler ,Steve ,,Mr.,Allen ,Brian ,,Clubb ,Rick ,,Mr.,rclubb@gv.bears.k12.mo.us,http://bears.k12.mo.us,,"25 , 27 ",08
040100,,Grundy Co. R-V ,205 S.W. Border St. ,P.O. Box 6 ,Galt ,646410006,Grundy ,H,A,"$11,332,038.00",5.9207,6606736511,6606736523,1,14,60,0,60,0,0,0,0,0,0,0,0,0,0,1,14,54,13,67,2,28,114,13,127,Mr.,Peterson ,Opie ,,Mrs.,Lentz ,Mary ,,Fox ,Phillip ,F,Mr.,pfox@grundyr5.k12.mo.us,http://grundyr5.k12.mo.us,"3  , 7  ",12 ,06
048902,,Guadalupe Centers Schools ,5123 E. Truman Rd,,Kansas City,641272217,Jackson ,B, .,,,8169949014,8164712139,1,65,710,0,710,1,34,327,0,327,0,0,0,0,0,1,36,413,0,413,3,135,1450,0,1450,Mr.,Lopez,Beto,,Ms.,Del Muro,Justine,,Hammen ,Jim ,,Dr.,jpalmer@guadalupecenters.org,http://www.guadalupecenters.org,,,
017121,,Hale R-I ,518 Main St. ,P.O. Box 248 ,Hale ,646437145,Carroll ,F,A,"$9,870,762.00",4.2864,6605652417,6605652418,1,16,55,0,55,0,0,0,0,0,0,0,0,0,0,1,13,68,0,68,2,29,123,0,123,Mr.,Ralls,Sarah,,Mr.,Singer ,Buddy ,,Heussner ,Clinton ,,Mr.,CHEUSSNER@HALE.K12.MO.US,http://haleschooldistrict.com,"39 , 7  ",21 ,06
084003,,Halfway R-III ,2150 Highway 32 ,,Half Way ,656639185,Polk ,C,A,"$27,980,010.00",3.9305,4174452351,4174452026,1,18,154,0,154,0,0,0,0,0,0,0,0,0,0,1,17,100,0,100,2,35,254,0,254,Mr.,Sharp,Jody,,Mrs.,Brannon ,Kim ,,Roweton ,Lance ,,Mr.,LROWETON@HALFWAYSCHOOLS.ORG,http://www.halfwayschools.org,128,28 ,"04, 07"
010089,,Hallsville R-IV ,421 Highway 124 E ,,Hallsville ,652559346,Boone ,D,A,"$103,731,011.00",4.9539,5736965512,5736963606,2,68,659,0,659,1,33,346,0,346,0,0,0,0,0,1,41,406,1,407,4,142,1411,1,1412,Mr.,Bequette ,Jon ,,Mrs.,Berkbuegler,Nan,A,Downs ,John ,,Mr.,jdowns@hallsville.org,http://www.hallsville.org,"44 , 47 ",19 ,04
013055,,Hamilton R-II ,419 S Hughes ,P.O. Box 130 ,Hamilton ,646440130,Caldwell ,H,A,"$47,226,323.00",4.8546,8165832134,8165832139,1,33,284,0,284,1,20,142,0,142,0,0,0,0,0,1,28,171,20,191,3,81,597,20,617,Mrs.,Green ,Jessica ,,Ms.,Iddings ,Katie ,,Mcgraw ,Billie ,L,Mrs.,mcgraw@hamilton.k12.mo.us,http://hamilton.k12.mo.us,"2  , 8  ","12 , 21 ",06
096103,,Hancock Place ,9417 S Broadway ,,St. Louis ,631252009,St. Louis ,A,A,"$184,628,680.00",5.0928,3145441300,3146313752,1,59,601,0,601,1,36,335,0,335,0,0,0,0,0,1,41,423,0,423,3,136,1359,0,1359,Mrs.,Parshall ,Jean ,,Mrs.,Kossman ,Jennifer ,,Carl ,Kevin ,,Dr.,kcarl@hancock.k12.mo.us,http://www.hancock.k12.mo.us/,93 ,1  ,"01, 02"
064075,,Hannibal 60 ,4650 Mcmasters Avenue ,,Hannibal ,634012235,Marion ,I,A,"$355,588,394.00",4.1244,5732211258,5732212994,6,154,1602,0,1602,1,78,843,0,843,0,0,0,0,0,2,99,1066,0,1066,9,331,3511,0,3511,Dr.,Holliday,Mike,,Mr.,Stilley ,Rich ,W,Johnson ,Susan ,R,Mrs.,sjohnson@hannibal60.com,http://www.hannibal.k12.mo.us/,"40 , 5  ",18 ,06
097122,Y,Hardeman R-X ,21051 Highway D ,Same ,Marshall ,653409274,Saline ,F,A,"$10,540,004.00",3.9070,6608373400,6608373411,1,10,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,58,0,58,Mr.,Christy ,Isaac ,,Mrs.,Forrester ,Kristy ,L,Vaillancourt ,Paul ,,Mr.,kforrester@hardeman.k12.mo.us,http://www.hardemanschool.com,48 ,"19 , 21 ","04, 05"
089088,,Hardin-Central C-2 ,500 N.E. 1st St. ,P.O. Box 548 ,Hardin ,640350548,Ray ,F,A,"$20,404,421.00",4.7248,6603984394,6603984396,1,11,124,0,124,0,0,0,0,0,0,0,0,0,0,1,16,109,0,109,2,27,233,0,233,Mr.,Wheeler,Brian,,Mrs.,Nolker,Stacy,,Cavanah ,Trey ,,Mr.,tcavanah@hardin-central.org,http://www.hardin-central.org,39 ,21 ,"05, 06"
010092,,Harrisburg R-VIII ,1000 S Harris ,,Harrisburg ,652569894,Boone ,D,A,"$49,409,335.00",5.2535,5738755604,5738758877,1,29,279,0,279,1,19,152,0,152,0,0,0,0,0,1,21,170,0,170,3,69,601,0,601,Mr.,Stidham ,Davin ,,Mrs.,Hardin ,Lisa ,,Combs ,Steve ,H,Mr.,CombsS@Harrisburg.K12.MO.US,http://harrisburg.k12.mo.us/,"44 , 47 ","19 , 21 ",04
019149,,Harrisonville R-IX ,503 S Lexington ,,Harrisonville ,647012415,Cass ,B,A,"$252,353,510.00",5.4772,8163802727,8163803134,3,89,979,0,979,1,49,522,1,523,0,0,0,0,0,2,76,749,33,782,6,214,2250,34,2284,Mrs.,Graef,Tina,,Mrs.,Brooker ,Susan ,,Mensching,Paul,,Mr.,paul.mensching@harrisonvilleschools.org,http://harrisonvilleschools.org/,"33 , 55 , 56 ",31 ,04
114113,,Hartville R-II ,175 N. School Ave,P.O. Box 460 ,Hartville ,656670460,Wright ,C,A,"$44,909,043.00",2.9498,4177417676,4177416668,2,44,347,0,347,0,0,0,0,0,0,0,0,0,0,1,34,333,5,338,3,78,680,5,685,Mr.,Dickinson ,Allen ,,Mr.,Arnall ,Dustin ,,Piper ,Mark ,H,Mr.,piperm@hartville.k12.mo.us,http://www.hartville.k12.mo.us,,33 ,"04, 08"
115925,,Hawthorn Leadership Schl Girls ,1901 N Kingshighway Blvd,1901 N Kingshighway Blvd,St. Louis ,631131123,St. Louis City ,A,,,,3143615323,,0,0,0,0,0,1,14,53,0,53,0,0,0,0,0,1,11,59,0,59,2,25,112,0,112,,Love,Kathryn,,,Galvin,Mal,,Robinson,Daphne,,Ms.,drobinson@hawthornschool.org,http://www.hawthornschool.org,,,
078002,,Hayti R-II ,500 N Fourth ,P.O. Box 469 ,Hayti ,638510469,Pemiscot ,E,P,"$28,614,191.00",3.9951,5733596500,5733596502,1,38,371,0,371,0,0,0,0,0,0,0,0,0,0,1,31,228,0,228,2,69,599,0,599,Mr.,Cartee ,Mark ,,Mrs.,Turnage ,Vickie ,L,Johnson ,Jackie ,R,Mr.,johnsonj@hayti.k12.mo.us,http://www.haytir2.org,"149, 150",25 ,08
096088,,Hazelwood ,15955 New Halls Ferry Road ,,Florissant ,630311227,St. Louis ,A,A,"$2,088,025,680.00",6.0527,3149535000,3149535014,23,1069,7541,23,7564,0,0,0,0,0,6,442,4022,9,4031,3,475,4974,8,4982,32,1986,16537,40,16577,Mrs.,Livingston,Diane,,Mrs.,McNeil,Margo,,Collins-Hart,Nettie,,Dr.,akiekow@hazelwoodschools.org,http://www.hazelwood.k12.mo.us/,"66 , 67 , 68 , 69 , 70 , 73 , 74 , 75 ","13 , 14 ","01, 02, 03"
042111,,Henry Co. R-I ,210 North St. ,210 North Street,Windsor ,653601247,Henry ,F,A,"$59,655,695.00",3.2500,6606473533,6606472711,1,38,355,0,355,0,0,0,0,0,0,0,0,0,0,1,28,332,0,332,2,66,687,0,687,Mr.,Heany,Jason,,Mrs.,Howard ,Lora ,L,Patrick,Scott,,Dr.,patricks@henrycountyr1.k12.mo.us,http://henrycountyr1.k12.mo.us,"54 , 57 ","21 , 28 , 31 ",04
043004,,Hermitage R-IV ,23824 Polk Street,P.O. Box 327 ,Hermitage ,656689151,Hickory ,F,A,"$50,278,131.00",3.2133,4177456418,4177456475,1,17,118,0,118,1,16,55,0,55,0,0,0,0,0,1,18,82,0,82,3,51,255,0,255,Mr.,Newman,Darin,,Mrs.,Willis ,Rosalee ,,Yates,Justin,H,Dr.,jyates@hermitage.k12.mo.us,http://www.hermitage.k12.mo.us,125,28 ,"04, 07"
048072,,Hickman Mills C-1 ,5401 E. 103rd St,,Kansas City ,641373913,Jackson ,B,P,"$537,904,503.00",5.5074,8163167001,8163167032,8,269,2620,0,2620,1,99,1180,0,1180,0,0,0,0,0,1,123,1222,0,1222,10,491,5022,0,5022,Mr.,Townsend ,Byron ,,Ms.,Hicks ,Ramanda ,,Obeng ,Yaw ,,Dr.,YAWO@HICKMANMILLS.ORG,http://www.hickmanmills.org/,"27 , 29 , 35 , 36 , 37 ","7  , 8  , 9  ",05
043001,,Hickory Co. R-I ,20663 US Highway 65 ,,Urbana ,657679617,Hickory ,F,A,"$51,890,969.00",3.6615,4179934241,4179934269,1,26,260,0,260,1,29,225,0,225,0,0,0,0,0,1,24,206,0,206,3,79,691,0,691,Mr.,Pinon,Troy,,Mr.,Wouters,Reed,,Dougherty ,Randy ,,Mr.,rdougherty@skylineschools.net,http://skylineschools.net/,"123, 125, 128, 129","16 , 28 ","04, 07"
088075,,Higbee R-VIII ,101 Evans St. ,,Higbee ,652570128,Randolph ,I,A,"$13,689,807.00",5.0500,6604567277,6604567278,1,16,96,0,96,1,16,54,0,54,0,0,0,0,0,1,15,54,0,54,3,47,204,0,204,Mrs.,Ware ,Susan ,,Mrs.,Rockett ,Morgan ,,Walker,Tyler,,Mr.,twalker@higbeeschool.com,http://www.higbeeschool.com/,"47 , 48 ","18 , 21 ",04
